"Plot Title: Pigeon Point"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20421763_20897317, SEN S/N: 20421763)"
1,01/22/19 05:30:00 PM,61.912
2,01/22/19 05:35:00 PM,62.083
3,01/22/19 05:40:00 PM,62.083
4,01/22/19 05:45:00 PM,62.083
5,01/22/19 05:50:00 PM,60.024
6,01/22/19 05:55:00 PM,56.230
7,01/22/19 06:00:00 PM,55.711
8,01/22/19 06:05:00 PM,55.711
9,01/22/19 06:10:00 PM,55.711
10,01/22/19 06:15:00 PM,55.537
11,01/22/19 06:20:00 PM,55.537
12,01/22/19 06:25:00 PM,55.537
13,01/22/19 06:30:00 PM,55.537
14,01/22/19 06:35:00 PM,55.537
15,01/22/19 06:40:00 PM,55.537
16,01/22/19 06:45:00 PM,55.537
17,01/22/19 06:50:00 PM,55.537
18,01/22/19 06:55:00 PM,55.537
19,01/22/19 07:00:00 PM,55.537
20,01/22/19 07:05:00 PM,55.364
21,01/22/19 07:10:00 PM,55.537
22,01/22/19 07:15:00 PM,55.537
23,01/22/19 07:20:00 PM,55.364
24,01/22/19 07:25:00 PM,55.537
25,01/22/19 07:30:00 PM,55.364
26,01/22/19 07:35:00 PM,55.537
27,01/22/19 07:40:00 PM,55.364
28,01/22/19 07:45:00 PM,55.364
29,01/22/19 07:50:00 PM,55.364
30,01/22/19 07:55:00 PM,55.364
31,01/22/19 08:00:00 PM,55.364
32,01/22/19 08:05:00 PM,55.364
33,01/22/19 08:10:00 PM,55.189
34,01/22/19 08:15:00 PM,55.189
35,01/22/19 08:20:00 PM,55.189
36,01/22/19 08:25:00 PM,55.364
37,01/22/19 08:30:00 PM,55.364
38,01/22/19 08:35:00 PM,55.364
39,01/22/19 08:40:00 PM,55.364
40,01/22/19 08:45:00 PM,55.364
41,01/22/19 08:50:00 PM,55.364
42,01/22/19 08:55:00 PM,55.364
43,01/22/19 09:00:00 PM,55.364
44,01/22/19 09:05:00 PM,55.364
45,01/22/19 09:10:00 PM,55.364
46,01/22/19 09:15:00 PM,55.364
47,01/22/19 09:20:00 PM,55.364
48,01/22/19 09:25:00 PM,55.364
49,01/22/19 09:30:00 PM,55.364
50,01/22/19 09:35:00 PM,55.364
51,01/22/19 09:40:00 PM,55.364
52,01/22/19 09:45:00 PM,55.364
53,01/22/19 09:50:00 PM,55.364
54,01/22/19 09:55:00 PM,55.364
55,01/22/19 10:00:00 PM,55.364
56,01/22/19 10:05:00 PM,55.364
57,01/22/19 10:10:00 PM,55.364
58,01/22/19 10:15:00 PM,55.364
